  9.2000000e+000	 -2.8770000e+001	 -8.7784998e+002	
  1.0510000e+001	 -2.8770000e+001	 -8.7775000e+002	
  1.1830000e+001	 -2.8770000e+001	 -8.7781000e+002	
  1.3140000e+001	 -2.8780001e+001	 -8.7794000e+002	
  7.8800000e+000	 -3.0070000e+001	 -8.7746997e+002	
  9.1900000e+000	 -3.0059999e+001	 -8.7728998e+002	
  1.0510000e+001	 -3.0070000e+001	 -8.7732001e+002	
  1.1820000e+001	 -3.0070000e+001	 -8.7744000e+002	
  1.3130000e+001	 -3.0070000e+001	 -8.7741998e+002	
  1.4450000e+001	 -3.0070000e+001	 -8.7744000e+002	
  6.5700000e+000	 -3.1379999e+001	 -8.7744000e+002	
  7.8800000e+000	 -3.1370001e+001	 -8.7709998e+002	
  9.1900000e+000	 -3.1360001e+001	 -8.7684003e+002	
  1.0500000e+001	 -3.1360001e+001	 -8.7678998e+002	
  1.1810000e+001	 -3.1360001e+001	 -8.7691998e+002	
  1.3130000e+001	 -3.1360001e+001	 -8.7704999e+002	
  1.4440000e+001	 -3.1370001e+001	 -8.7723999e+002	
  1.5760000e+001	 -3.1379999e+001	 -8.7750000e+002	
  6.5700000e+000	 -3.2680000e+001	 -8.7739001e+002	
  7.8800000e+000	 -3.2669998e+001	 -8.7700000e+002	
  9.1900000e+000	 -3.2660000e+001	 -8.7676001e+002	
  1.0500000e+001	 -3.2660000e+001	 -8.7665002e+002	
  1.1810000e+001	 -3.2660000e+001	 -8.7664001e+002	
  1.3120000e+001	 -3.2660000e+001	 -8.7670001e+002	
  1.4440000e+001	 -3.2669998e+001	 -8.7684998e+002	
  1.5760000e+001	 -3.2680000e+001	 -8.7721002e+002	
  6.5700000e+000	 -3.3990002e+001	 -8.7734998e+002	
  7.8800000e+000	 -3.3980000e+001	 -8.7703998e+002	
  9.1900000e+000	 -3.3970001e+001	 -8.7682001e+002	
  1.0500000e+001	 -3.3970001e+001	 -8.7675000e+002	
  1.1810000e+001	 -3.3970001e+001	 -8.7672998e+002	
  1.3130000e+001	 -3.3970001e+001	 -8.7685999e+002	
  1.4440000e+001	 -3.3980000e+001	 -8.7698999e+002	
  1.5760000e+001	 -3.3990002e+001	 -8.7740002e+002	
  7.8800000e+000	 -3.5290001e+001	 -8.7715997e+002	
  9.1900000e+000	 -3.5290001e+001	 -8.7706000e+002	
  1.0500000e+001	 -3.5290001e+001	 -8.7707001e+002	
  1.1820000e+001	 -3.5290001e+001	 -8.7706000e+002	
  1.3130000e+001	 -3.5290001e+001	 -8.7715997e+002	
  1.4450000e+001	 -3.5299999e+001	 -8.7744000e+002	
  9.2000000e+000	 -3.6610001e+001	 -8.7752002e+002	
  1.0510000e+001	 -3.6610001e+001	 -8.7748999e+002	
  1.1820000e+001	 -3.6619999e+001	 -8.7763000e+002	
  1.3140000e+001	 -3.6630001e+001	 -8.7784998e+002	
