 -3.3590000e+001	  7.8639999e+001	 -1.1382600e+003	
 -3.1930000e+001	  7.8690002e+001	 -1.1390900e+003	
 -3.0240000e+001	  7.8650002e+001	 -1.1384399e+003	
 -2.8520000e+001	  7.8559998e+001	 -1.1369900e+003	
 -2.6840000e+001	  7.8550003e+001	 -1.1369500e+003	
 -2.5170000e+001	  7.8559998e+001	 -1.1371100e+003	
 -4.9000000e+001	  7.7430000e+001	 -1.1454399e+003	
 -4.7299999e+001	  7.7410004e+001	 -1.1451200e+003	
 -4.5560001e+001	  7.7330002e+001	 -1.1439301e+003	
 -3.8639999e+001	  7.6970001e+001	 -1.1384000e+003	
 -3.6939999e+001	  7.6940002e+001	 -1.1379399e+003	
 -3.5250000e+001	  7.6910004e+001	 -1.1374700e+003	
 -3.3570000e+001	  7.6919998e+001	 -1.1375699e+003	
 -3.1889999e+001	  7.6910004e+001	 -1.1373600e+003	
 -3.0209999e+001	  7.6910004e+001	 -1.1373199e+003	
 -2.8510000e+001	  7.6860001e+001	 -1.1366801e+003	
 -2.6840000e+001	  7.6870003e+001	 -1.1367500e+003	
 -2.5150000e+001	  7.6830002e+001	 -1.1360800e+003	
 -2.3430000e+001	  7.6699997e+001	 -1.1341801e+003	
 -2.1770000e+001	  7.6730003e+001	 -1.1346500e+003	
 -2.0100000e+001	  7.6760002e+001	 -1.1350300e+003	
 -1.8410000e+001	  7.6720001e+001	 -1.1344700e+003	
 -1.6740000e+001	  7.6709999e+001	 -1.1343500e+003	
 -1.5080000e+001	  7.6769997e+001	 -1.1352600e+003	
 -1.3410000e+001	  7.6839996e+001	 -1.1362200e+003	
 -1.1730000e+001	  7.6809998e+001	 -1.1358500e+003	
 -5.4209999e+001	  7.5940002e+001	 -1.1486400e+003	
 -5.2470001e+001	  7.5870003e+001	 -1.1474301e+003	
 -5.0709999e+001	  7.5769997e+001	 -1.1458199e+003	
 -4.8970001e+001	  7.5699997e+001	 -1.1447400e+003	
 -4.7250000e+001	  7.5650002e+001	 -1.1439301e+003	
 -4.5529999e+001	  7.5599998e+001	 -1.1431300e+003	
 -4.3799999e+001	  7.5510002e+001	 -1.1417100e+003	
 -4.2049999e+001	  7.5389999e+001	 -1.1398700e+003	
 -4.0320000e+001	  7.5320000e+001	 -1.1386500e+003	
 -3.8639999e+001	  7.5309998e+001	 -1.1385100e+003	
 -3.6930000e+001	  7.5239998e+001	 -1.1374100e+003	
 -3.5240002e+001	  7.5220001e+001	 -1.1371100e+003	
 -3.3560001e+001	  7.5220001e+001	 -1.1371200e+003	
 -3.1870001e+001	  7.5199997e+001	 -1.1367900e+003	
 -3.0190001e+001	  7.5180000e+001	 -1.1364100e+003	
 -2.8500000e+001	  7.5150002e+001	 -1.1360400e+003	
 -2.6809999e+001	  7.5120003e+001	 -1.1354399e+003	
 -2.5110001e+001	  7.5029999e+001	 -1.1341000e+003	
 -2.3430000e+001	  7.5019997e+001	 -1.1339900e+003	
 -2.1760000e+001	  7.5059998e+001	 -1.1344800e+003	
 -2.0100000e+001	  7.5080002e+001	 -1.1348101e+003	
 -1.8410000e+001	  7.5040001e+001	 -1.1341899e+003	
 -1.6730000e+001	  7.5029999e+001	 -1.1340200e+003	
 -1.5060000e+001	  7.5050003e+001	 -1.1343600e+003	
 -1.3390000e+001	  7.5050003e+001	 -1.1343900e+003	
 -1.1710000e+001	  7.5010002e+001	 -1.1338000e+003	
 -1.0040000e+001	  7.5029999e+001	 -1.1340601e+003	
 -8.3700000e+000	  7.5070000e+001	 -1.1347600e+003	
 -6.7000000e+000	  7.5139999e+001	 -1.1358600e+003	
 -5.0200000e+000	  7.5139999e+001	 -1.1358800e+003	
