what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.redo,1273933142859
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.redo,1273933143328
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.redo,1273933144000
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.redo,1273933144437
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.redo,1273933145312
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1273933146953
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1273933147671
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1273933148796
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1273933157750
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273933162203
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273933165343
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273933169875
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273933232593
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273933235937
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273933245593
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273933248437
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273933384078
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273933386125
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273933394093
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.export,1273933394125
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273933395390
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273934917140
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273934921359
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273934922140
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1273934942031
