what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.jee,1.0.103.v200901220530,org.eclipse.jst.jee,1279209058953
started,bundle,org.eclipse.wst.sse.core,1.1.303.v200901290024,org.eclipse.wst.sse.core,1279209059078
started,bundle,org.eclipse.jem.ui,2.0.100.v200806051600,org.eclipse.jem.ui,1279209059140
started,bundle,org.eclipse.wst.xml.core,1.1.307.v200812040936,org.eclipse.wst.xml.core,1279209059171
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.202.v200811131900,org.eclipse.wst.common.emfworkbench.integration,1279209059453
started,bundle,org.eclipse.wst.common.modulecore,1.1.205.v200901292145,org.eclipse.wst.common.modulecore,1279209059515
started,bundle,org.eclipse.wst.validation,1.2.6.v200902121900,org.eclipse.wst.validation,1279209059562
started,bundle,org.eclipse.jst.j2ee,1.1.206.v200902052030,org.eclipse.jst.j2ee,1279209059671
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279209069765
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279209165796
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279209168781
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279209203203
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.export,1279209203234
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279209204734
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279209249609
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279209250328
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279209686906
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279209712750
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279209721640
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279209722125
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279209730359
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279209730546
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279209731578
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279209732890
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279212141078
