what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1273918997625
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1273919000250
started,bundle,org.eclipse.wst.server.core,1.1.3.v20090209,org.eclipse.wst.server.core,1273919000531
started,bundle,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui,1273919000609
started,bundle,org.eclipse.jdt.debug,3.4.1.v20081216_r342,org.eclipse.jdt.debug,1273919000843
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1273919001140
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919001265
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919003859
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919017328
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919025859
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919029093
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919055781
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.export,1273919055796
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919057640
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919080468
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919081578
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919197406
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919198968
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919237984
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919242593
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919658562
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919660390
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919667765
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273919668218
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273920151093
