what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273931819000
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1273931834421
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273931837015
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273931902734
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1273931915609
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1273931924609
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1273931924968
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1273931926156
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1273931926453
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1273931929671
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1273931935375
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1273931938203
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1273931954468
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273931986125
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273931993828
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.export,1273931993859
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273931994703
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273932046625
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273932053187
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273932055984
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273932057312
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273932158312
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273932163312
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273932468046
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273932468234
