what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1279212149843
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279212150640
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279212156312
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279212159765
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279212164734
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279212165828
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279212168968
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1279212171125
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279212171421
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279274732421
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279274733453
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279274734453
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279274734453
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279274752921
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279274752984
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1279274757750
started,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.pde.ui,1279274758343
started,bundle,org.eclipse.mylyn.resources.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.resources.ui,1279274758968
started,bundle,org.eclipse.ajdt.mylyn.ui,1.6.4.20090313172428,org.eclipse.ajdt.mylyn.ui,1279274759750
closed,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1279274771406
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1279274789281
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1279274789328
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.5.206.v20090115,org.eclipse.jst.server.generic.jboss,1279274789328
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,org.eclipse.jst.server.generic.jonas,1279274789328
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.205.v200805140145,org.eclipse.jst.server.generic.oc4j,1279274789328
