what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1273934968078
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273934988000
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273934989562
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.export,1273934989593
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273934990265
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273943185531
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1273943185640
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1274004509031
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1274004509578
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1274004511171
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1274004511906
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1274004512953
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1274004513203
started,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.pde.ui,1274004513265
started,bundle,org.eclipse.mylyn.resources.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.resources.ui,1274004513281
started,bundle,org.eclipse.ajdt.mylyn.ui,1.6.4.20090313172428,org.eclipse.ajdt.mylyn.ui,1274004513328
closed,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1274004513781
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1274004515343
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1274004515343
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.5.206.v20090115,org.eclipse.jst.server.generic.jboss,1274004515343
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,org.eclipse.jst.server.generic.jonas,1274004515343
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.205.v200805140145,org.eclipse.jst.server.generic.oc4j,1274004515343
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,org.eclipse.jst.server.websphere.core,1274004515343
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.305.v200805140145,org.eclipse.jst.server.generic.ui,1274004515343
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.305.v200805140145,org.eclipse.jst.server.generic.core,1274004515343
